Feature ,Leaf id,Y = 0,Y = 1,Y = 2,Y = 3,Y = 4,Y = 5,Y = 6,Y = 7,Y = 8,Y = 9,Y = 10,Y = 11,Y = 12,Y = 13,Y = 14,Y = 15,Y = 16,Y = 17,Y = 18,Y = 19,Y = 20,Y = 21,Y = 22,Y = 23,Y = 24,Y = 25, Preferred Class, P(Y) = 0,P(Y) = 1,P(Y) = 2,P(Y) = 3,P(Y) = 4,P(Y) = 5,P(Y) = 6,P(Y) = 7,P(Y) = 8,P(Y) = 9,P(Y) = 10,P(Y) = 11,P(Y) = 12,P(Y) = 13,P(Y) = 14,P(Y) = 15,P(Y) = 16,P(Y) = 17,P(Y) = 18,P(Y) = 19,P(Y) = 20,P(Y) = 21,P(Y) = 22,P(Y) = 23,P(Y) = 24,P(Y) = 25,
73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,1,760.0,674.0,239.0,743.0,604.0,248.0,429.0,626.0,678.0,694.0,682.0,684.0,713.0,462.0,631.0,27.0,465.0,708.0,480.0,281.0,175.0,11.0,52.0,632.0,20.0,574.0,0,0.062,0.055,0.019,0.06,0.049,0.02,0.035,0.051,0.055,0.056,0.055,0.056,0.058,0.038,0.051,0.002,0.038,0.058,0.039,0.023,0.014,0.001,0.004,0.051,0.002,0.047,
73,2,29.0,92.0,497.0,62.0,164.0,527.0,344.0,108.0,77.0,53.0,57.0,77.0,79.0,321.0,122.0,776.0,318.0,50.0,268.0,515.0,638.0,753.0,700.0,155.0,766.0,160.0,15,0.004,0.012,0.064,0.008,0.021,0.068,0.045,0.014,0.01,0.007,0.007,0.01,0.01,0.042,0.016,0.101,0.041,0.006,0.035,0.067,0.083,0.098,0.091,0.02,0.099,0.021,
73,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,1,395.0,43.0,0.0,9.0,186.0,196.0,1.0,21.0,472.0,244.0,261.0,255.0,95.0,80.0,0.0,32.0,0.0,10.0,56.0,386.0,0.0,170.0,235.0,351.0,456.0,245.0,8,0.094,0.01,0.0,0.002,0.044,0.047,0.0,0.005,0.112,0.058,0.062,0.061,0.023,0.019,0.0,0.008,0.0,0.002,0.013,0.092,0.0,0.04,0.056,0.084,0.109,0.058,
74,2,394.0,723.0,736.0,796.0,582.0,579.0,772.0,713.0,283.0,503.0,478.0,506.0,697.0,703.0,753.0,771.0,783.0,748.0,692.0,410.0,813.0,594.0,517.0,436.0,330.0,489.0,20,0.025,0.046,0.047,0.05,0.037,0.037,0.049,0.045,0.018,0.032,0.03,0.032,0.044,0.044,0.048,0.049,0.05,0.047,0.044,0.026,0.051,0.038,0.033,0.028,0.021,0.031,
74,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,1,523.0,257.0,531.0,358.0,421.0,486.0,460.0,310.0,643.0,585.0,339.0,557.0,221.0,429.0,426.0,436.0,350.0,328.0,460.0,546.0,487.0,568.0,248.0,449.0,519.0,422.0,8,0.046,0.023,0.047,0.032,0.037,0.043,0.04,0.027,0.057,0.052,0.03,0.049,0.019,0.038,0.038,0.038,0.031,0.029,0.04,0.048,0.043,0.05,0.022,0.04,0.046,0.037,
75,2,266.0,509.0,205.0,447.0,347.0,289.0,313.0,424.0,112.0,162.0,400.0,204.0,571.0,354.0,327.0,367.0,433.0,430.0,288.0,250.0,326.0,196.0,504.0,338.0,267.0,312.0,12,0.031,0.059,0.024,0.052,0.04,0.033,0.036,0.049,0.013,0.019,0.046,0.024,0.066,0.041,0.038,0.042,0.05,0.05,0.033,0.029,0.038,0.023,0.058,0.039,0.031,0.036,
75,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,1,789.0,766.0,734.0,805.0,768.0,414.0,773.0,724.0,752.0,740.0,739.0,761.0,780.0,765.0,753.0,517.0,763.0,693.0,748.0,206.0,813.0,333.0,529.0,787.0,600.0,721.0,20,0.044,0.043,0.041,0.045,0.043,0.023,0.043,0.041,0.042,0.042,0.042,0.043,0.044,0.043,0.042,0.029,0.043,0.039,0.042,0.012,0.046,0.019,0.03,0.044,0.034,0.041,
76,2,0.0,0.0,2.0,0.0,0.0,361.0,0.0,10.0,3.0,7.0,0.0,0.0,12.0,18.0,0.0,286.0,20.0,65.0,0.0,590.0,0.0,431.0,223.0,0.0,186.0,13.0,19,0.0,0.0,0.001,0.0,0.0,0.162,0.0,0.004,0.001,0.003,0.0,0.0,0.005,0.008,0.0,0.128,0.009,0.029,0.0,0.265,0.0,0.194,0.1,0.0,0.084,0.006,
76,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,2,786.0,766.0,551.0,805.0,734.0,425.0,768.0,687.0,755.0,740.0,629.0,755.0,577.0,728.0,750.0,772.0,721.0,758.0,732.0,188.0,272.0,99.0,376.0,709.0,137.0,722.0,3,0.049,0.048,0.035,0.05,0.046,0.027,0.048,0.043,0.047,0.046,0.039,0.047,0.036,0.046,0.047,0.048,0.045,0.048,0.046,0.012,0.017,0.006,0.024,0.044,0.009,0.045,
77,3,0.0,0.0,174.0,0.0,17.0,340.0,5.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,16.0,7.0,0.0,10.0,557.0,6.0,303.0,0.0,18.0,552.0,11.0,19,0.0,0.0,0.086,0.0,0.008,0.168,0.002,0.0,0.0,0.003,0.001,0.0,0.0,0.0,0.0,0.008,0.003,0.0,0.005,0.275,0.003,0.149,0.0,0.009,0.272,0.005,
77,4,3.0,0.0,11.0,0.0,17.0,10.0,0.0,47.0,0.0,0.0,107.0,6.0,215.0,55.0,2.0,15.0,55.0,0.0,6.0,51.0,535.0,362.0,376.0,60.0,97.0,1.0,20,0.001,0.0,0.005,0.0,0.008,0.005,0.0,0.023,0.0,0.0,0.053,0.003,0.106,0.027,0.001,0.007,0.027,0.0,0.003,0.025,0.263,0.178,0.185,0.03,0.048,0.0,
78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,2,680.0,595.0,670.0,646.0,707.0,704.0,666.0,541.0,748.0,735.0,536.0,712.0,2.0,106.0,628.0,676.0,708.0,571.0,709.0,750.0,638.0,610.0,3.0,754.0,694.0,732.0,23,0.044,0.038,0.043,0.042,0.046,0.045,0.043,0.035,0.048,0.047,0.035,0.046,0.0,0.007,0.04,0.044,0.046,0.037,0.046,0.048,0.041,0.039,0.0,0.049,0.045,0.047,
78,3,51.0,19.0,13.0,0.0,23.0,2.0,88.0,34.0,0.0,1.0,8.0,0.0,323.0,207.0,56.0,81.0,44.0,27.0,6.0,0.0,8.0,71.0,686.0,0.0,51.0,0.0,22,0.028,0.011,0.007,0.0,0.013,0.001,0.049,0.019,0.0,0.001,0.004,0.0,0.18,0.115,0.031,0.045,0.024,0.015,0.003,0.0,0.004,0.039,0.381,0.0,0.028,0.0,
78,4,58.0,152.0,53.0,159.0,38.0,69.0,19.0,159.0,7.0,11.0,195.0,49.0,467.0,470.0,69.0,46.0,31.0,160.0,33.0,46.0,167.0,83.0,63.0,33.0,41.0,2.0,13,0.022,0.057,0.02,0.059,0.014,0.026,0.007,0.059,0.003,0.004,0.073,0.018,0.174,0.175,0.026,0.017,0.012,0.06,0.012,0.017,0.062,0.031,0.024,0.012,0.015,0.001,
79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,2,773.0,737.0,566.0,793.0,703.0,445.0,678.0,693.0,738.0,735.0,707.0,713.0,758.0,710.0,727.0,225.0,719.0,742.0,663.0,359.0,709.0,130.0,190.0,726.0,68.0,722.0,3,0.049,0.047,0.036,0.05,0.045,0.028,0.043,0.044,0.047,0.047,0.045,0.045,0.048,0.045,0.046,0.014,0.046,0.047,0.042,0.023,0.045,0.008,0.012,0.046,0.004,0.046,
79,3,16.0,29.0,157.0,12.0,65.0,292.0,95.0,34.0,17.0,12.0,28.0,48.0,34.0,72.0,26.0,577.0,59.0,16.0,83.0,249.0,58.0,71.0,448.0,56.0,132.0,12.0,15,0.006,0.011,0.058,0.004,0.024,0.108,0.035,0.013,0.006,0.004,0.01,0.018,0.013,0.027,0.01,0.214,0.022,0.006,0.031,0.092,0.021,0.026,0.166,0.021,0.049,0.004,
79,4,0.0,0.0,13.0,0.0,0.0,38.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,188.0,46.0,563.0,114.0,5.0,586.0,0.0,24,0.0,0.0,0.008,0.0,0.0,0.024,0.0,0.004,0.0,0.0,0.003,0.0,0.0,0.001,0.0,0.001,0.003,0.0,0.001,0.12,0.029,0.358,0.072,0.003,0.373,0.0,
80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,2,789.0,747.0,422.0,664.0,334.0,768.0,687.0,733.0,630.0,723.0,686.0,518.0,792.0,783.0,686.0,803.0,758.0,756.0,521.0,639.0,685.0,764.0,752.0,347.0,701.0,145.0,15,0.047,0.044,0.025,0.039,0.02,0.046,0.041,0.044,0.037,0.043,0.041,0.031,0.047,0.047,0.041,0.048,0.045,0.045,0.031,0.038,0.041,0.045,0.045,0.021,0.042,0.009,
80,3,0.0,5.0,21.0,20.0,266.0,6.0,0.0,0.0,125.0,24.0,53.0,232.0,0.0,0.0,0.0,0.0,16.0,2.0,147.0,155.0,54.0,0.0,0.0,440.0,85.0,567.0,25,0.0,0.002,0.009,0.009,0.12,0.003,0.0,0.0,0.056,0.011,0.024,0.105,0.0,0.0,0.0,0.0,0.007,0.001,0.066,0.07,0.024,0.0,0.0,0.198,0.038,0.256,
80,4,0.0,14.0,293.0,121.0,168.0,1.0,86.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,67.0,0.0,9.0,0.0,80.0,2.0,74.0,0.0,0.0,0.0,0.0,22.0,2,0.0,0.015,0.309,0.128,0.177,0.001,0.091,0.001,0.0,0.0,0.0,0.012,0.0,0.0,0.071,0.0,0.009,0.0,0.084,0.002,0.078,0.0,0.0,0.0,0.0,0.023,
81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,2,0.0,0.0,0.0,75.0,0.0,2.0,4.0,1.0,10.0,0.0,0.0,42.0,2.0,41.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3,0.0,0.0,0.0,0.35,0.0,0.009,0.019,0.005,0.047,0.0,0.0,0.196,0.009,0.192,0.009,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,
81,3,0.0,0.0,0.0,2.0,0.0,128.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,522.0,0.0,0.0,0.0,146.0,0.0,7.0,0.0,0.0,12.0,0.0,15,0.0,0.0,0.0,0.002,0.0,0.154,0.0,0.0,0.011,0.007,0.0,0.0,0.0,0.001,0.0,0.627,0.0,0.0,0.0,0.175,0.0,0.008,0.0,0.0,0.014,0.0,
81,4,789.0,766.0,736.0,728.0,768.0,645.0,769.0,733.0,736.0,741.0,739.0,719.0,790.0,741.0,751.0,250.0,783.0,758.0,748.0,650.0,813.0,757.0,752.0,787.0,770.0,734.0,20,0.042,0.04,0.039,0.038,0.041,0.034,0.041,0.039,0.039,0.039,0.039,0.038,0.042,0.039,0.04,0.013,0.041,0.04,0.039,0.034,0.043,0.04,0.04,0.042,0.041,0.039,
82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,2,789.0,765.0,718.0,804.0,758.0,223.0,762.0,709.0,746.0,728.0,738.0,761.0,766.0,718.0,745.0,326.0,733.0,615.0,739.0,156.0,804.0,293.0,371.0,784.0,259.0,711.0,3,0.048,0.046,0.043,0.049,0.046,0.013,0.046,0.043,0.045,0.044,0.045,0.046,0.046,0.043,0.045,0.02,0.044,0.037,0.045,0.009,0.049,0.018,0.022,0.047,0.016,0.043,
82,3,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,146.0,0.0,7.0,0.0,0.0,8.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.172,0.0,0.0,0.01,0.009,0.0,0.0,0.0,0.0,0.0,0.578,0.0,0.0,0.0,0.209,0.0,0.01,0.0,0.0,0.011,0.0,
82,4,0.0,1.0,18.0,1.0,10.0,432.0,11.0,25.0,2.0,13.0,1.0,0.0,26.0,65.0,8.0,74.0,50.0,143.0,9.0,494.0,9.0,464.0,381.0,3.0,519.0,23.0,24,0.0,0.0,0.006,0.0,0.004,0.155,0.004,0.009,0.001,0.005,0.0,0.0,0.009,0.023,0.003,0.027,0.018,0.051,0.003,0.178,0.003,0.167,0.137,0.001,0.187,0.008,
83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,2,623.0,0.0,0.0,17.0,0.0,0.0,4.0,14.0,6.0,67.0,16.0,535.0,29.0,45.0,0.0,0.0,3.0,56.0,49.0,0.0,0.0,0.0,0.0,28.0,0.0,13.0,0,0.414,0.0,0.0,0.011,0.0,0.0,0.003,0.009,0.004,0.045,0.011,0.355,0.019,0.03,0.0,0.0,0.002,0.037,0.033,0.0,0.0,0.0,0.0,0.019,0.0,0.009,
83,3,9.0,3.0,69.0,62.0,0.0,378.0,0.0,218.0,481.0,502.0,133.0,38.0,564.0,593.0,67.0,71.0,7.0,2.0,5.0,527.0,618.0,595.0,604.0,7.0,473.0,0.0,20,0.001,0.0,0.011,0.01,0.0,0.063,0.0,0.036,0.08,0.083,0.022,0.006,0.094,0.098,0.011,0.012,0.001,0.0,0.001,0.087,0.103,0.099,0.1,0.001,0.078,0.0,
83,4,157.0,763.0,667.0,726.0,768.0,397.0,769.0,502.0,268.0,178.0,590.0,188.0,199.0,145.0,686.0,732.0,773.0,700.0,694.0,269.0,195.0,169.0,148.0,752.0,313.0,721.0,16,0.013,0.061,0.053,0.058,0.062,0.032,0.062,0.04,0.021,0.014,0.047,0.015,0.016,0.012,0.055,0.059,0.062,0.056,0.056,0.022,0.016,0.014,0.012,0.06,0.025,0.058,
84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,2,381.0,3.0,69.0,66.0,0.0,378.0,0.0,219.0,482.0,569.0,133.0,479.0,593.0,638.0,67.0,71.0,7.0,3.0,5.0,527.0,618.0,595.0,604.0,7.0,473.0,0.0,13,0.055,0.0,0.01,0.009,0.0,0.054,0.0,0.031,0.069,0.081,0.019,0.069,0.085,0.091,0.01,0.01,0.001,0.0,0.001,0.075,0.088,0.085,0.086,0.001,0.068,0.0,
84,3,408.0,744.0,364.0,598.0,334.0,390.0,687.0,514.0,218.0,178.0,553.0,204.0,199.0,145.0,619.0,732.0,751.0,753.0,516.0,163.0,160.0,169.0,148.0,344.0,257.0,145.0,17,0.04,0.072,0.035,0.058,0.032,0.038,0.067,0.05,0.021,0.017,0.054,0.02,0.019,0.014,0.06,0.071,0.073,0.073,0.05,0.016,0.016,0.016,0.014,0.033,0.025,0.014,
84,4,0.0,19.0,303.0,141.0,434.0,7.0,86.0,1.0,55.0,0.0,53.0,78.0,0.0,0.0,67.0,0.0,25.0,2.0,227.0,106.0,35.0,0.0,0.0,436.0,56.0,589.0,25,0.0,0.007,0.111,0.052,0.16,0.003,0.032,0.0,0.02,0.0,0.019,0.029,0.0,0.0,0.025,0.0,0.009,0.001,0.083,0.039,0.013,0.0,0.0,0.16,0.021,0.217,
85,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,2,789.0,766.0,658.0,805.0,754.0,581.0,773.0,722.0,755.0,747.0,673.0,761.0,749.0,745.0,753.0,802.0,771.0,758.0,744.0,410.0,427.0,117.0,635.0,731.0,191.0,733.0,3,0.045,0.044,0.038,0.046,0.043,0.033,0.045,0.042,0.044,0.043,0.039,0.044,0.043,0.043,0.043,0.046,0.044,0.044,0.043,0.024,0.025,0.007,0.037,0.042,0.011,0.042,
85,3,0.0,0.0,22.0,0.0,11.0,144.0,0.0,3.0,0.0,0.0,59.0,0.0,38.0,26.0,0.0,0.0,3.0,0.0,0.0,195.0,4.0,0.0,0.0,24.0,0.0,0.0,19,0.0,0.0,0.042,0.0,0.021,0.272,0.0,0.006,0.0,0.0,0.112,0.0,0.072,0.049,0.0,0.0,0.006,0.0,0.0,0.369,0.008,0.0,0.0,0.045,0.0,0.0,
85,4,0.0,0.0,56.0,0.0,3.0,50.0,0.0,9.0,0.0,0.0,7.0,0.0,5.0,12.0,0.0,1.0,9.0,0.0,4.0,191.0,382.0,647.0,117.0,32.0,595.0,1.0,21,0.0,0.0,0.026,0.0,0.001,0.024,0.0,0.004,0.0,0.0,0.003,0.0,0.002,0.006,0.0,0.0,0.004,0.0,0.002,0.09,0.18,0.305,0.055,0.015,0.281,0.0,
